pokemon_id,sort_order,level,move
270,50,31,rain dance
270,40,43,mega drain
271,90,1,astonish
271,10,3,growl
271,30,7,absorb
271,80,13,nature power
271,60,19,fake out
271,40,25,fury swipes
271,100,31,water sport
271,50,37,thief
271,70,43,uproar
271,20,49,hydro pump
272,10,1,growl
272,20,1,absorb
272,30,1,nature power
272,40,1,astonish
273,30,1,bide
273,20,3,harden
273,10,7,growth
273,70,13,nature power
273,50,21,synthesis
273,60,31,sunny day
273,40,43,explosion
274,10,1,pound
274,40,3,harden
274,30,7,growth
274,90,13,nature power
274,70,19,fake out
274,80,25,torment
274,50,31,feint attack
274,20,37,razor wind
274,60,43,swagger
274,100,49,extrasensory
275,10,1,pound
275,20,1,growth
275,30,1,harden
275,40,1,nature power
276,20,1,growl
276,30,1,peck
276,70,4,focus energy
276,50,8,quick attack
276,10,13,wing attack
276,60,19,double team
276,80,26,endeavor
276,90,34,aerial ace
276,40,43,agility
277,20,1,growl
277,30,1,peck
277,50,1,quick attack
277,80,1,focus energy
277,90,4,focus energy
277,60,8,quick attack
277,10,13,wing attack
277,70,19,double team
277,100,28,endeavor
277,110,38,aerial ace
277,40,49,agility
278,20,1,growl
278,50,1,water gun
278,30,7,supersonic
278,10,13,wing attack
278,40,21,mist
278,70,31,quick attack
278,80,43,pursuit
278,60,55,agility
279,10,1,wing attack
279,30,1,growl
279,60,1,water gun
279,130,1,water sport
279,70,3,water gun
279,40,7,supersonic
279,20,13,wing attack
279,50,21,mist
279,90,25,protect
279,100,33,stockpile
279,120,33,swallow
279,110,47,spit up
279,80,61,hydro pump
280,10,1,growl
280,20,6,confusion
280,60,11,double team
280,50,16,teleport
280,100,21,calm mind
280,30,26,psychic
280,90,31,imprison
280,80,36,future sight
280,40,41,hypnosis
280,70,46,dream eater
281,10,1,growl
281,20,1,confusion
281,60,1,teleport
281,80,1,double team
281,130,1,magical leaf
281,30,6,confusion
281,90,11,double team
281,70,16,teleport
281,140,21,calm mind
281,40,26,psychic
281,120,33,imprison
281,110,40,future sight
281,50,47,hypnosis
281,100,54,dream eater
282,10,1,growl
282,20,1,confusion
282,60,1,teleport
282,80,1,double team
282,30,6,confusion
282,90,11,double team
282,70,16,teleport
282,130,21,calm mind
282,40,26,psychic
282,120,33,imprison
282,110,42,future sight
282,50,51,hypnosis
282,100,60,dream eater
283,60,1,bubble
283,40,7,quick attack
283,70,13,sweet scent
283,80,19,water sport
283,20,25,bubble beam
283,30,31,agility
283,10,37,mist
283,50,37,haze
284,40,1,quick attack
284,60,1,bubble
284,80,1,sweet scent
284,110,1,water sport
284,50,7,quick attack
284,90,13,sweet scent
284,120,19,water sport
284,10,26,gust
284,70,33,scary face
284,30,40,stun spore
284,100,47,silver wind
284,20,53,whirlwind
285,30,1,absorb
285,20,4,tackle
285,80,7,stun spore
285,50,10,leech seed
285,40,16,mega drain
285,10,22,headbutt
285,70,28,poison powder
285,60,36,growth
285,100,45,giga drain
285,90,54,spore
286,20,1,tackle
286,50,1,absorb
286,70,1,leech seed
286,90,1,stun spore
286,30,4,tackle
286,100,7,stun spore
286,80,10,leech seed
286,60,16,mega drain
286,10,22,headbutt
286,120,23,mach punch
286,40,28,counter
286,140,36,sky uppercut
286,110,45,mind reader
286,130,54,dynamic punch
287,10,1,scratch
287,70,1,yawn
287,60,7,encore
287,80,13,slack off
287,50,19,feint attack
287,30,25,amnesia
287,90,31,covet
287,20,37,counter
287,40,43,flail
288,10,1,scratch
288,30,1,focus energy
288,80,1,encore
288,100,1,uproar
288,90,7,encore
288,110,13,uproar
288,40,19,fury swipes
288,70,25,endure
288,50,31,slash
288,20,37,counter
288,120,43,focus punch
288,60,49,reversal
289,10,1,scratch
289,70,1,encore
289,90,1,yawn
289,100,1,slack off
289,80,7,encore
289,110,13,slack off
289,50,19,feint attack
289,30,25,amnesia
289,120,31,covet
289,60,36,swagger
289,20,37,counter
289,40,43,flail
290,10,1,scratch
290,40,1,harden
290,50,5,leech life
290,20,9,sand attack
290,60,14,fury swipes
290,70,19,mind reader
290,90,25,false swipe
290,80,31,mud slap
290,100,38,metal claw
290,30,45,dig
291,10,1,scratch
291,30,1,sand attack
291,80,1,harden
291,90,1,leech life
291,100,5,leech life
291,40,9,sand attack
291,110,14,fury swipes
291,130,19,mind reader
291,60,20,screech
291,70,20,double team
291,140,20,fury cutter
291,20,25,swords dance
291,120,31,slash
291,50,38,agility
291,150,45,baton pass
292,10,1,scratch
292,30,1,harden
292,50,5,leech life
292,20,9,sand attack
292,60,14,fury swipes
292,70,19,mind reader
292,80,25,spite
292,40,31,confuse ray
292,90,38,shadow ball
292,100,45,grudge
293,10,1,pound
293,80,5,uproar
293,100,11,astonish
293,110,15,howl
293,40,21,supersonic
293,20,25,stomp
293,50,31,screech
293,30,35,roar
293,60,41,rest
293,70,41,sleep talk
293,90,45,hyper voice
294,10,1,pound
294,80,1,uproar
294,110,1,astonish
294,130,1,howl
294,90,5,uproar
294,120,11,astonish
294,140,15,howl
294,40,23,supersonic
294,20,29,stomp
294,50,37,screech
294,30,43,roar
294,60,51,rest
294,70,51,sleep talk
294,100,57,hyper voice
295,10,1,pound
295,90,1,uproar
295,120,1,astonish
295,140,1,howl
295,100,5,uproar
295,130,11,astonish
295,150,15,howl
295,40,23,supersonic
295,20,29,stomp
295,60,37,screech
295,50,40,hyper beam
295,30,45,roar
295,70,55,rest
295,80,55,sleep talk
295,110,63,hyper voice
296,30,1,tackle
296,50,1,focus energy
296,20,4,sand attack
296,130,10,arm thrust
296,90,13,vital throw
296,100,19,fake out
296,10,22,whirlwind
296,120,28,knock off
296,110,31,smelling salts
296,70,37,belly drum
296,80,40,endure
296,40,46,seismic toss
296,60,49,reversal
297,20,1,sand attack
297,40,1,tackle
297,60,1,focus energy
297,140,1,arm thrust
297,30,4,sand attack
297,150,10,arm thrust
297,100,13,vital throw
297,110,19,fake out
297,10,22,whirlwind
297,130,29,knock off
297,120,33,smelling salts
297,80,40,belly drum
297,90,44,endure
297,50,51,seismic toss
297,70,55,reversal
298,50,1,splash
298,60,3,charm
298,20,6,tail whip
298,40,10,bubble
298,10,15,slam
298,30,21,water gun
299,10,1,tackle
299,40,7,harden
299,30,13,rock throw
299,100,16,block
299,20,22,thunder wave
299,60,28,rock slide
299,90,31,sandstorm
299,50,37,rest
299,70,43,zap cannon
299,80,46,lock on
300,20,1,tackle
300,50,1,growl
300,40,3,tail whip
300,90,7,attract
300,60,13,sing
300,10,15,double slap
300,110,19,assist
300,80,25,charm
300,70,27,feint attack
300,120,31,covet
300,100,37,heal bell
300,30,39,double edge
301,10,1,double slap
301,20,1,growl
301,30,1,sing
301,40,1,attract
302,10,1,scratch
302,20,1,leer
302,70,5,foresight
302,30,9,night shade
302,130,13,astonish
302,50,17,fury swipes
302,110,21,fake out
302,80,25,detect
302,60,29,feint attack
302,120,33,knock off
302,40,37,confuse ray
302,100,41,shadow ball
302,90,45,mean look
303,100,1,astonish
303,110,6,fake tears
303,20,11,bite
303,50,16,sweet scent
303,10,21,vice grip
303,30,26,feint attack
303,40,31,baton pass
303,60,36,crunch
303,120,41,iron defense
303,70,46,stockpile
303,80,46,spit up
303,90,46,swallow
304,20,1,tackle
304,60,4,harden
304,80,7,mud slap
304,10,10,headbutt
304,100,13,metal claw
304,120,17,iron defense
304,50,21,roar
304,30,25,take down
304,90,29,iron tail
304,70,34,protect
304,110,39,metal sound
304,40,44,double edge
305,10,1,headbutt
305,30,1,tackle
305,70,1,harden
305,100,1,mud slap
305,80,4,harden
305,110,7,mud slap
305,20,10,headbutt
305,130,13,metal claw
305,150,17,iron defense
305,60,21,roar
305,40,25,take down
305,120,29,iron tail
305,90,37,protect
305,140,45,metal sound
305,50,53,double edge
306,10,1,headbutt
306,30,1,tackle
306,70,1,harden
306,100,1,mud slap
306,80,4,harden
306,110,7,mud slap
306,20,10,headbutt
306,130,13,metal claw
306,150,17,iron defense
306,60,21,roar
306,40,25,take down
306,120,29,iron tail
306,90,37,protect
306,140,50,metal sound
306,50,63,double edge
307,40,1,bide
307,20,4,meditate
307,10,9,confusion
307,80,12,detect
307,100,17,hidden power
307,90,20,swagger
307,60,25,mind reader
307,120,28,calm mind
307,50,33,high jump kick
307,110,36,psych up
307,70,41,reversal
307,30,44,recover
308,10,1,fire punch
308,20,1,ice punch
308,30,1,thunder punch
308,40,1,confusion
308,60,1,meditate
308,90,1,bide
308,130,1,detect
308,70,4,meditate
308,50,9,confusion
308,140,12,detect
308,160,17,hidden power
308,150,20,swagger
308,110,25,mind reader
308,180,28,calm mind
308,100,33,high jump kick
308,170,36,psych up
308,120,47,reversal
308,80,56,recover
309,10,1,tackle
309,50,4,thunder wave
309,20,9,leer
309,110,12,howl
309,70,17,quick attack
309,80,20,spark
309,100,25,odor sleuth
309,40,28,roar
309,30,33,bite
309,60,36,thunder
309,90,41,charge
310,10,1,tackle
310,20,1,leer
310,60,1,thunder wave
310,130,1,howl
310,70,4,thunder wave
310,30,9,leer
310,140,12,howl
310,90,17,quick attack
310,100,20,spark
310,120,25,odor sleuth
310,50,31,roar
310,40,39,bite
310,80,45,thunder
310,110,53,charge
311,10,1,growl
311,20,4,thunder wave
311,50,10,quick attack
311,100,13,helping hand
311,60,19,spark
311,80,22,encore
311,110,28,fake tears
311,90,31,charge
311,30,37,thunder
311,70,40,baton pass
311,40,47,agility
312,10,1,growl
312,20,4,thunder wave
312,50,10,quick attack
312,110,13,helping hand
312,70,19,spark
312,90,22,encore
312,60,28,charm
312,100,31,charge
312,30,37,thunder
312,80,40,baton pass
312,40,47,agility
313,10,1,tackle
313,50,5,confuse ray
313,40,9,double team
313,70,13,moonlight
313,30,17,quick attack
313,90,21,tail glow
313,100,25,signal beam
313,60,29,protect
313,80,33,helping hand
313,20,37,double edge
314,10,1,tackle
314,50,5,sweet scent
314,30,9,charm
314,60,13,moonlight
314,20,17,quick attack
314,90,21,wish
314,40,25,encore
314,70,29,flatter
314,80,33,helping hand
314,100,37,covet
315,20,1,absorb
315,50,5,growth
315,10,9,poison sting
315,60,13,stun spore
315,30,17,mega drain
315,40,21,leech seed
315,150,25,magical leaf
315,140,29,grass whistle
315,90,33,giga drain
315,100,37,sweet scent
315,120,41,ingrain
315,80,45,toxic
315,70,49,petal dance
315,130,53,aromatherapy
315,110,57,synthesis
316,10,1,pound
316,110,6,yawn
316,50,9,poison gas
316,30,14,sludge
316,40,17,amnesia
316,70,23,encore
316,20,28,toxic
316,80,34,stockpile
316,90,34,spit up
316,100,34,swallow
316,60,39,sludge bomb
317,10,1,pound
317,40,1,sludge
317,70,1,poison gas
317,140,1,yawn
317,150,6,yawn
317,80,9,poison gas
317,50,14,sludge
317,60,17,amnesia
317,100,23,encore
317,20,26,body slam
317,30,31,toxic
317,110,40,stockpile
317,120,40,spit up
317,130,40,swallow
317,90,48,sludge bomb
318,20,1,leer
318,30,1,bite
318,50,7,rage
318,70,13,focus energy
318,80,16,scary face
318,100,22,crunch
318,60,28,screech
318,10,31,take down
318,90,37,swagger
318,40,43,agility
319,10,1,leer
319,20,1,bite
319,40,1,rage
319,70,1,focus energy
319,50,7,rage
319,80,13,focus energy
319,110,16,scary face
319,130,22,crunch
319,60,28,screech
319,100,33,slash
319,140,38,taunt
319,120,43,swagger
319,90,48,skull bash
319,30,53,agility
320,60,1,splash
320,10,5,growl
320,30,10,water gun
320,80,14,rollout
320,90,19,whirlpool
320,100,23,astonish
320,120,28,water pulse
320,20,32,mist
320,70,37,rest
320,110,41,water spout
320,50,46,amnesia
320,40,50,hydro pump
321,10,1,growl
321,40,1,water gun
321,80,1,splash
321,100,1,rollout
321,20,5,growl
321,50,10,water gun
321,110,14,rollout
321,120,19,whirlpool
321,130,23,astonish
321,150,28,water pulse
321,30,32,mist
321,90,37,rest
321,140,44,water spout
321,70,52,amnesia
321,60,59,hydro pump
322,10,1,tackle
322,40,1,growl
322,50,11,ember
322,100,19,magnitude
322,80,25,focus energy
322,20,29,take down
322,90,31,amnesia
322,70,35,earthquake
322,60,41,flamethrower
322,30,49,double edge
323,10,1,tackle
323,30,1,growl
323,40,1,ember
323,110,1,magnitude
323,50,11,ember
323,120,19,magnitude
323,80,25,focus energy
323,20,29,take down
323,90,31,amnesia
323,100,33,rock slide
323,60,37,earthquake
323,130,45,eruption
323,70,55,fissure
324,20,1,ember
324,60,4,smog
324,80,7,curse
324,50,14,smokescreen
324,40,17,fire spin
324,10,20,body slam
324,100,27,protect
324,30,30,flamethrower
324,120,33,iron defense
324,70,40,amnesia
324,90,43,flail
324,110,46,heat wave
325,50,1,splash
325,40,7,psywave
325,100,10,odor sleuth
325,10,16,psybeam
325,80,19,psych up
325,30,25,confuse ray
325,90,28,magic coat
325,20,34,psychic
325,60,37,rest
325,70,37,snore
325,110,43,bounce
326,10,1,psybeam
326,50,1,psywave
326,70,1,splash
326,120,1,odor sleuth
326,60,7,psywave
326,130,10,odor sleuth
326,20,16,psybeam
326,100,19,psych up
326,40,25,confuse ray
326,110,28,magic coat
326,30,37,psychic
326,80,43,rest
326,90,43,snore
326,140,55,bounce
327,10,1,tackle
327,100,5,uproar
327,80,12,feint attack
327,40,16,psybeam
327,50,23,hypnosis
327,60,27,dizzy punch
327,110,34,teeter dance
327,90,38,psych up
327,30,45,double edge
327,70,49,flail
327,20,56,thrash
328,20,1,bite
328,10,9,sand attack
328,50,17,feint attack
328,80,25,sand tomb
328,70,33,crunch
328,40,41,dig
328,60,49,sandstorm
328,30,57,hyper beam
329,10,1,sand attack
329,30,1,bite
329,60,1,feint attack
329,110,1,sand tomb
329,20,9,sand attack
329,70,17,feint attack
329,120,25,sand tomb
329,100,33,crunch
329,90,35,dragon breath
329,50,41,screech
329,80,49,sandstorm
329,40,57,hyper beam
330,10,1,sand attack
330,30,1,bite
330,60,1,feint attack
330,110,1,sand tomb
330,20,9,sand attack
330,70,17,feint attack
330,120,25,sand tomb
330,100,33,crunch
330,90,35,dragon breath
330,50,41,screech
330,80,53,sandstorm
330,40,65,hyper beam
331,20,1,poison sting
331,40,1,leer
331,50,5,absorb
331,70,9,growth
331,60,13,leech seed
331,10,17,sand attack
331,30,21,pin missile
331,130,25,ingrain
331,90,29,feint attack
331,100,33,spikes
331,140,37,needle arm
331,80,41,cotton spore
331,120,45,sandstorm
331,110,49,destiny bond
332,20,1,poison sting
332,40,1,leer
332,50,1,absorb
332,80,1,growth
332,160,1,revenge
332,60,5,absorb
332,90,9,growth
332,70,13,leech seed
332,10,17,sand attack
332,30,21,pin missile
332,150,25,ingrain
332,110,29,feint attack
332,120,35,spikes
332,170,41,needle arm
332,100,47,cotton spore
332,140,53,sandstorm
332,130,59,destiny bond
333,30,1,growl
333,60,1,peck
333,110,8,astonish
333,40,11,sing
333,10,18,fury attack
333,90,21,safeguard
333,50,28,mist
333,20,31,take down
333,70,38,mirror move
333,100,41,refresh
333,80,48,perish song
334,30,1,growl
334,40,1,sing
334,70,1,peck
334,130,1,astonish
334,140,8,astonish
334,50,11,sing
334,10,18,fury attack
334,100,21,safeguard
334,60,28,mist
334,20,31,take down
334,110,35,dragon breath
334,150,40,dragon dance
334,120,45,refresh
334,90,54,perish song
334,80,59,sky attack
335,10,1,scratch
335,30,4,leer
335,40,7,quick attack
335,20,10,swords dance
335,80,13,fury cutter
335,50,19,slash
335,90,25,pursuit
335,110,31,crush claw
335,100,37,taunt
335,60,46,detect
335,70,55,false swipe
336,10,1,wrap
336,50,7,lick
336,20,10,bite
336,100,16,poison tail
336,30,19,screech
336,60,25,glare
336,80,28,crunch
336,90,34,poison fang
336,70,37,swagger
336,40,43,haze
337,10,1,tackle
337,60,1,harden
337,30,7,confusion
337,20,13,rock throw
337,50,19,hypnosis
337,70,25,psywave
337,100,31,cosmic power
337,40,37,psychic
337,90,43,future sight
337,80,49,explosion
338,10,1,tackle
338,60,1,harden
338,50,7,confusion
338,40,13,rock throw
338,30,19,fire spin
338,70,25,psywave
338,100,31,cosmic power
338,90,37,rock slide
338,20,43,solar beam
338,80,49,explosion
339,70,1,mud slap
339,100,6,mud sport
339,110,6,water sport
339,10,11,water gun
339,80,16,magnitude
339,40,21,amnesia
339,50,26,rest
339,60,26,snore
339,20,31,earthquake
339,90,36,future sight
339,30,41,fissure
340,70,1,mud slap
340,100,1,mud sport
340,120,1,tickle
340,130,1,water sport
340,110,6,mud sport
340,140,6,water sport
340,10,11,water gun
340,80,16,magnitude
340,40,21,amnesia
340,50,26,rest
340,60,26,snore
340,20,36,earthquake
340,90,46,future sight
340,30,56,fissure
341,70,1,bubble
341,60,7,harden
341,10,10,vice grip
341,40,13,leer
341,50,19,bubble beam
341,90,22,protect
341,120,25,knock off
341,110,31,taunt
341,80,34,crabhammer
341,30,37,swords dance
341,100,43,crunch
341,20,46,guillotine
342,10,1,vice grip
342,50,1,leer
342,80,1,harden
342,100,1,bubble
342,90,7,harden
342,20,10,vice grip
342,60,13,leer
342,70,19,bubble beam
342,120,22,protect
342,150,25,knock off
342,140,33,taunt
342,110,38,crabhammer
342,40,43,swords dance
342,130,51,crunch
342,30,56,guillotine
343,20,1,confusion
343,30,3,harden
343,80,5,rapid spin
343,60,7,mud slap
343,10,11,psybeam
343,100,15,rock tomb
343,40,19,self destruct
343,90,25,ancient power
343,70,31,sandstorm
343,110,37,cosmic power
343,50,45,explosion
344,30,1,confusion
344,40,1,teleport
344,50,1,harden
344,110,1,rapid spin
344,60,3,harden
344,120,5,rapid spin
344,90,7,mud slap
344,10,11,psybeam
344,140,15,rock tomb
344,70,19,self destruct
344,130,25,ancient power
344,100,31,sandstorm
344,20,36,hyper beam
344,150,42,cosmic power
344,80,55,explosion
345,100,1,astonish
345,30,8,constrict
345,10,15,acid
345,90,22,ingrain
345,20,29,confuse ray
345,40,36,amnesia
345,50,43,ancient power
345,60,50,stockpile
345,70,50,spit up
345,80,50,swallow
346,10,1,acid
346,40,1,constrict
346,110,1,ingrain
346,130,1,astonish
346,50,8,constrict
346,20,15,acid
346,120,22,ingrain
346,30,29,confuse ray
346,60,36,amnesia
346,70,48,ancient power
346,80,60,stockpile
346,90,60,spit up
346,100,60,swallow
347,10,1,scratch
347,30,7,harden
347,90,13,mud sport
347,20,19,water gun
347,70,25,metal claw
347,50,31,protect
347,80,37,ancient power
347,60,43,fury cutter
347,40,49,slash
347,100,55,rock blast
348,10,1,scratch
348,20,1,water gun
348,40,1,harden
348,110,1,mud sport
348,50,7,harden
348,120,13,mud sport
348,30,19,water gun
348,90,25,metal claw
348,70,31,protect
348,100,37,ancient power
348,80,46,fury cutter
348,60,55,slash
348,130,64,rock blast
349,20,1,splash
349,10,15,tackle
349,30,30,flail
350,20,1,water gun
350,10,5,wrap
350,100,10,water sport
350,90,15,refresh
350,110,20,water pulse
350,70,25,twister
350,40,30,recover
350,80,35,rain dance
350,30,40,hydro pump
350,50,45,attract
350,60,50,safeguard
351,10,1,tackle
351,20,10,ember
351,30,10,water gun
351,40,10,powder snow
351,50,20,rain dance
351,60,20,sunny day
351,70,20,hail
351,80,30,weather ball
352,10,1,scratch
352,30,1,tail whip
352,60,1,lick
352,100,1,thief
352,130,1,astonish
352,20,4,bind
352,110,7,feint attack
352,70,12,fury swipes
352,40,17,psybeam
352,50,24,screech
352,80,31,slash
352,90,40,substitute
352,120,49,ancient power
353,80,1,knock off
353,20,8,screech
353,10,13,night shade
353,30,20,curse
353,40,25,spite
353,70,32,will o wisp
353,50,37,feint attack
353,60,44,shadow ball
353,100,49,snatch
353,90,56,grudge
354,10,1,night shade
354,30,1,screech
354,50,1,curse
354,110,1,knock off
354,40,8,screech
354,20,13,night shade
354,60,20,curse
354,70,25,spite
354,100,32,will o wisp
354,80,39,feint attack
354,90,48,shadow ball
354,130,55,snatch
354,120,64,grudge
355,10,1,leer
355,30,1,night shade
355,20,5,disable
355,60,12,foresight
355,110,16,astonish
355,40,23,confuse ray
355,80,27,pursuit
355,50,34,curse
355,100,38,will o wisp
355,70,45,mean look
355,90,49,future sight
356,10,1,bind
356,20,1,leer
356,30,1,disable
356,50,1,night shade
356,40,5,disable
356,80,12,foresight
356,130,16,astonish
356,60,23,confuse ray
356,100,27,pursuit
356,70,34,curse
356,140,37,shadow punch
356,120,41,will o wisp
356,90,51,mean look
356,110,58,future sight
357,10,1,gust
357,50,1,leer
357,60,7,growth
357,70,11,razor leaf
357,30,17,stomp
357,90,21,sweet scent
357,20,27,whirlwind
357,110,31,magical leaf
357,40,37,body slam
357,80,41,solar beam
357,100,47,synthesis
358,10,1,wrap
358,40,6,growl
358,120,9,astonish
358,50,14,confusion
358,20,17,take down
358,100,22,uproar
358,110,25,yawn
358,70,30,psywave
358,30,33,double edge
358,80,38,heal bell
358,90,41,safeguard
358,60,46,psychic
359,10,1,scratch
359,40,5,leer
359,110,9,taunt
359,60,13,quick attack
359,20,17,razor wind
359,50,21,bite
359,30,26,swords dance
359,70,31,double team
359,80,36,slash
359,100,41,future sight
359,90,46,perish song
360,20,1,splash
360,40,1,charm
360,60,1,encore
360,10,15,counter
360,30,15,destiny bond
360,50,15,safeguard
360,70,15,mirror coat
361,20,1,leer
361,70,1,powder snow
361,60,7,double team
361,30,10,bite
361,90,16,icy wind
361,10,19,headbutt
361,80,25,protect
361,100,28,crunch
361,40,34,ice beam
361,110,37,hail
361,50,43,blizzard
362,20,1,leer
362,30,1,bite
362,70,1,double team
362,90,1,powder snow
362,80,7,double team
362,40,10,bite
362,110,16,icy wind
362,10,19,headbutt
362,100,25,protect
362,120,28,crunch
362,50,34,ice beam
362,130,42,hail
362,60,53,blizzard
362,140,61,sheer cold
363,20,1,growl
363,30,1,water gun
363,60,1,defense curl
363,90,1,powder snow
363,100,7,encore
363,120,13,ice ball
363,10,19,body slam
363,50,25,aurora beam
363,110,31,hail
363,70,37,rest
363,80,37,snore
363,40,43,blizzard
363,130,49,sheer cold
364,20,1,growl
364,30,1,water gun
364,60,1,defense curl
364,90,1,powder snow
364,100,7,encore
364,120,13,ice ball
364,10,19,body slam
364,50,25,aurora beam
364,110,31,hail
364,70,39,rest
364,80,39,snore
364,40,47,blizzard
364,130,55,sheer cold
365,20,1,growl
365,30,1,water gun
365,60,1,defense curl
365,90,1,powder snow
365,100,7,encore
365,120,13,ice ball
365,10,19,body slam
365,50,25,aurora beam
365,110,31,hail
365,70,39,rest
365,80,39,snore
365,40,50,blizzard
365,130,61,sheer cold
366,10,1,water gun
366,20,1,clamp
366,30,1,whirlpool
366,40,1,iron defense
367,70,1,whirlpool
367,10,8,bite
367,30,15,screech
367,80,22,water pulse
367,40,29,scary face
367,60,36,crunch
367,50,43,baton pass
367,20,50,hydro pump
368,70,1,whirlpool
368,20,8,confusion
368,40,15,agility
368,80,22,water pulse
368,50,29,amnesia
368,30,36,psychic
368,60,43,baton pass
368,10,50,hydro pump
369,10,1,tackle
369,60,1,harden
369,40,8,water gun
369,110,15,rock tomb
369,90,22,yawn
369,20,29,take down
369,100,36,mud sport
369,80,43,ancient power
369,70,50,rest
369,30,57,double edge
369,50,64,hydro pump
370,10,1,tackle
370,70,4,charm
370,30,12,water gun
370,40,16,agility
370,20,24,take down
370,80,28,attract
370,60,36,sweet kiss
370,50,40,flail
370,90,48,safeguard
371,60,1,rage
371,40,5,bite
371,30,9,leer
371,10,17,headbutt
371,70,21,focus energy
371,50,25,ember
371,90,33,dragon breath
371,80,37,scary face
371,100,41,crunch
371,110,49,dragon claw
371,20,53,double edge
372,10,1,headbutt
372,40,1,leer
372,60,1,bite
372,90,1,rage
372,70,5,bite
372,50,9,leer
372,20,17,headbutt
372,100,21,focus energy
372,80,25,ember
372,110,30,protect
372,130,38,dragon breath
372,120,47,scary face
372,140,56,crunch
372,150,69,dragon claw
372,30,78,double edge
373,20,1,headbutt
373,50,1,leer
373,70,1,bite
373,100,1,rage
373,80,5,bite
373,60,9,leer
373,30,17,headbutt
373,110,21,focus energy
373,90,25,ember
373,120,30,protect
373,140,38,dragon breath
373,130,47,scary face
373,10,50,fly
373,150,61,crunch
373,160,79,dragon claw
373,40,93,double edge
374,10,1,take down
375,10,1,take down
375,30,20,confusion
375,80,20,metal claw
375,60,26,scary face
375,70,32,pursuit
375,40,38,psychic
375,100,44,iron defense
375,90,50,meteor mash
375,50,56,agility
375,20,62,hyper beam
376,10,1,take down
376,30,1,confusion
376,70,1,scary face
376,100,1,metal claw
376,40,20,confusion
376,110,20,metal claw
376,80,26,scary face
376,90,32,pursuit
376,50,38,psychic
376,130,44,iron defense
376,120,55,meteor mash
376,60,66,agility
376,20,77,hyper beam
377,30,1,explosion
377,20,9,rock throw
377,40,17,curse
377,80,25,superpower
377,70,33,ancient power
377,90,41,iron defense
377,50,49,zap cannon
377,60,57,lock on
377,10,65,hyper beam
378,30,1,explosion
378,60,9,icy wind
378,40,17,curse
378,90,25,superpower
378,80,33,ancient power
378,20,41,amnesia
378,50,49,zap cannon
378,70,57,lock on
378,10,65,hyper beam
379,30,1,explosion
379,70,9,metal claw
379,40,17,curse
379,90,25,superpower
379,80,33,ancient power
379,20,41,amnesia
379,100,41,iron defense
379,50,49,zap cannon
379,60,57,lock on
379,10,65,hyper beam
380,30,1,psywave
380,80,5,wish
380,70,10,helping hand
380,50,15,safeguard
380,60,20,dragon breath
380,110,25,water sport
380,90,30,refresh
380,100,35,mist ball
380,10,40,psychic
380,20,45,recover
380,40,50,charm
381,30,1,psywave
381,70,5,memento
381,80,10,helping hand
381,50,15,safeguard
381,60,20,dragon breath
381,40,25,protect
381,90,30,refresh
381,100,35,luster purge
381,10,40,psychic
381,20,45,recover
381,110,50,dragon dance
382,110,1,water pulse
382,60,5,scary face
382,70,15,ancient power
382,10,20,body slam
382,100,30,calm mind
382,40,35,ice beam
382,30,45,hydro pump
382,50,50,rest
382,90,60,sheer cold
382,20,65,double edge
382,80,75,water spout
383,110,1,mud shot
383,70,5,scary face
383,80,15,ancient power
383,60,20,slash
383,100,30,bulk up
383,20,35,earthquake
383,40,45,fire blast
383,50,50,rest
383,30,60,fissure
383,10,65,solar beam
383,90,75,eruption
384,60,1,twister
384,40,5,scary face
384,90,15,ancient power
384,100,20,dragon claw
384,110,30,dragon dance
384,70,35,crunch
384,10,45,fly
384,30,50,rest
384,80,60,extreme speed
384,50,65,outrage
384,20,75,hyper beam
385,20,1,confusion
385,90,1,wish
385,50,5,rest
385,40,10,swift
385,80,15,helping hand
385,30,20,psychic
385,100,25,refresh
385,60,30,rest
385,10,35,double edge
385,70,40,future sight
385,110,45,cosmic power
385,120,50,doom desire
