location_id,pokemon_id,method,rate,min_level,max_level,postgame_only
mt_ember_summit,74,rock-smash,30%,10,20,false
mt_ember_summit,74,rock-smash,5%,15,30,false
rock_tunnel_b1f,75,rock-smash,4%,25,40,false
rock_tunnel_b1f,75,rock-smash,1%,30,40,false
cerulean_cave_1f,75,rock-smash,30%,40,50,false
cerulean_cave_1f,75,rock-smash,5%,45,55,false
cerulean_cave_2f,75,rock-smash,30%,45,55,false
cerulean_cave_2f,75,rock-smash,5%,50,60,false
cerulean_cave_b1f,75,rock-smash,30%,50,60,false
cerulean_cave_b1f,75,rock-smash,5%,55,65,false
mt_ember_area,75,rock-smash,4%,25,40,false
mt_ember_area,75,rock-smash,1%,30,40,false
mt_ember_inside,75,rock-smash,4%,25,40,false
mt_ember_inside,75,rock-smash,1%,30,40,false
mt_ember_1f_cave_behind_team_rocket,75,rock-smash,30%,30,45,false
mt_ember_1f_cave_behind_team_rocket,75,rock-smash,5%,35,50,false
mt_ember_b1f,75,rock-smash,30%,30,45,false
mt_ember_b1f,75,rock-smash,5%,35,50,false
mt_ember_b2f,75,rock-smash,30%,30,45,false
mt_ember_b2f,75,rock-smash,5%,35,50,false
kindle_road_area,75,rock-smash,4%,25,40,false
kindle_road_area,75,rock-smash,1%,30,40,false
sevault_canyon_area,75,rock-smash,30%,30,45,false
sevault_canyon_area,75,rock-smash,5%,35,50,false
mt_ember_summit,75,rock-smash,4%,25,40,false
mt_ember_summit,75,rock-smash,1%,30,40,false
mt_ember_area,77,くさむら,20%,30,30,false
mt_ember_area,77,くさむら,10%,33,33,false
mt_ember_area,77,くさむら,5%,36,36,false
kindle_road_area,77,くさむら,20%,34,34,false
kindle_road_area,77,くさむら,10%,31,31,false
mt_ember_area,78,くさむら,4%,39,39,false
mt_ember_area,78,くさむら,1%,42,42,false
kindle_road_area,78,くさむら,4%,37,37,false
kindle_road_area,78,くさむら,1%,40,40,false
power_plant_area,81,くさむら,20%,22,22,false
power_plant_area,81,くさむら,10%,25,25,false
cerulean_cave_1f,82,くさむら,20%,49,49,false
cerulean_cave_2f,82,くさむら,10%,52,52,false
cerulean_cave_b1f,82,くさむら,10%,55,55,false
power_plant_area,82,くさむら,5%,31,31,false
power_plant_area,82,くさむら,5%,34,34,false
kanto_route_16_area,84,くさむら,20%,18,18,false
kanto_route_16_area,84,くさむら,10%,20,20,false
kanto_route_16_area,84,くさむら,5%,22,22,false
kanto_route_17_area,84,くさむら,20%,24,24,false
kanto_route_17_area,84,くさむら,10%,26,26,false
kanto_route_17_area,84,くさむら,5%,28,28,false
kanto_route_18_area,84,くさむら,20%,24,24,false
kanto_route_18_area,84,くさむら,10%,26,26,false
kanto_route_18_area,84,くさむら,5%,28,28,false
kanto_safari_zone_area_1_east,84,くさむら,20%,26,26,false
kanto_safari_zone_area_3_west,84,くさむら,20%,26,26,false
seafoam_islands_b1f,86,くさむら,10%,28,28,false
seafoam_islands_b2f,86,くさむら,10%,30,30,false
seafoam_islands_b2f,86,くさむら,10%,32,32,false
seafoam_islands_b3f,86,くさむら,20%,30,30,false
seafoam_islands_b3f,86,くさむら,20%,32,32,false
seafoam_islands_b3f,86,なみのり,60%,25,35,false
seafoam_islands_b4f,86,くさむら,20%,30,30,false
seafoam_islands_b4f,86,くさむら,20%,32,32,false
seafoam_islands_b4f,86,くさむら,10%,34,34,false
seafoam_islands_b4f,86,なみのり,60%,25,35,false
icefall_cave_entrance,86,くさむら,20%,43,43,false
icefall_cave_entrance,86,くさむら,10%,45,45,false
icefall_cave_entrance,86,くさむら,10%,47,47,false
icefall_cave_entrance,86,なみのり,60%,5,35,false
icefall_cave_1f,86,くさむら,10%,45,45,false
icefall_cave_b1f,86,くさむら,10%,45,45,false
icefall_cave_waterfall,86,くさむら,20%,43,43,false
icefall_cave_waterfall,86,くさむら,10%,45,45,false
icefall_cave_waterfall,86,くさむら,10%,47,47,false
seafoam_islands_b3f,87,くさむら,4%,32,32,false
seafoam_islands_b3f,87,くさむら,1%,34,34,false
seafoam_islands_b3f,87,なみのり,5%,35,40,false
seafoam_islands_b4f,87,くさむら,5%,34,34,false
seafoam_islands_b4f,87,くさむら,4%,36,36,false
seafoam_islands_b4f,87,くさむら,1%,36,36,false
seafoam_islands_b4f,87,なみのり,5%,35,40,false
icefall_cave_entrance,87,くさむら,10%,49,49,false
icefall_cave_entrance,87,くさむら,5%,51,51,false
icefall_cave_entrance,87,くさむら,4%,53,53,false
icefall_cave_entrance,87,くさむら,1%,53,53,false
icefall_cave_entrance,87,なみのり,5%,35,40,false
icefall_cave_waterfall,87,くさむら,10%,49,49,false
icefall_cave_waterfall,87,くさむら,5%,51,51,false
icefall_cave_waterfall,87,くさむら,4%,53,53,false
icefall_cave_waterfall,87,くさむら,1%,53,53,false
celadon_city_area,88,すごいつりざお,1%,30,40,false
pokemon_mansion_1f,88,くさむら,5%,28,28,false
pokemon_mansion_2f,88,くさむら,5%,28,28,false
pokemon_mansion_3f,88,くさむら,5%,28,28,false
pokemon_mansion_b1f,88,くさむら,5%,28,28,false
cinnabar_island_area,90,すごいつりざお,40%,15,25,false
vermilion_city_area,90,すごいつりざお,40%,15,25,false
pallet_town_area,90,すごいつりざお,40%,15,25,false
ss_anne_area,90,すごいつりざお,40%,15,25,false
icefall_cave_waterfall,90,すごいつりざお,40%,15,25,false
one_island_area,90,すごいつりざお,40%,15,25,false
five_island_area,90,すごいつりざお,40%,15,25,false
pokemon_tower_3f,92,くさむら,20%,15,15,false
pokemon_tower_3f,92,くさむら,20%,16,16,false
pokemon_tower_3f,92,くさむら,10%,17,17,false
pokemon_tower_3f,92,くさむら,10%,13,13,false
pokemon_tower_3f,92,くさむら,10%,14,14,false
pokemon_tower_3f,92,くさむら,10%,18,18,false
pokemon_tower_3f,92,くさむら,5%,19,19,false
pokemon_tower_3f,92,くさむら,4%,17,17,false
pokemon_tower_3f,92,くさむら,1%,17,17,false
pokemon_tower_4f,92,くさむら,20%,15,15,false
pokemon_tower_4f,92,くさむら,20%,16,16,false
pokemon_tower_4f,92,くさむら,10%,17,17,false
pokemon_tower_4f,92,くさむら,10%,13,13,false
pokemon_tower_4f,92,くさむら,10%,14,14,false
pokemon_tower_4f,92,くさむら,10%,18,18,false
pokemon_tower_4f,92,くさむら,4%,17,17,false
pokemon_tower_4f,92,くさむら,1%,17,17,false
pokemon_tower_4f,92,くさむら,1%,19,19,false
pokemon_tower_5f,92,くさむら,20%,15,15,false
pokemon_tower_5f,92,くさむら,20%,16,16,false
pokemon_tower_5f,92,くさむら,10%,17,17,false
pokemon_tower_5f,92,くさむら,10%,13,13,false
pokemon_tower_5f,92,くさむら,10%,14,14,false
pokemon_tower_5f,92,くさむら,10%,18,18,false
pokemon_tower_5f,92,くさむら,4%,17,17,false
pokemon_tower_5f,92,くさむら,1%,17,17,false
pokemon_tower_5f,92,くさむら,1%,19,19,false
pokemon_tower_6f,92,くさむら,20%,16,16,false
pokemon_tower_6f,92,くさむら,20%,17,17,false
pokemon_tower_6f,92,くさむら,10%,18,18,false
pokemon_tower_6f,92,くさむら,10%,14,14,false
pokemon_tower_6f,92,くさむら,10%,15,15,false
pokemon_tower_6f,92,くさむら,10%,19,19,false
pokemon_tower_6f,92,くさむら,4%,18,18,false
pokemon_tower_6f,92,くさむら,1%,18,18,false
pokemon_tower_7f,92,くさむら,20%,16,16,false
pokemon_tower_7f,92,くさむら,20%,17,17,false
pokemon_tower_7f,92,くさむら,10%,18,18,false
pokemon_tower_7f,92,くさむら,10%,15,15,false
pokemon_tower_7f,92,くさむら,10%,19,19,false
pokemon_tower_7f,92,くさむら,4%,18,18,false
pokemon_tower_7f,92,くさむら,1%,18,18,false
lost_cave_room_1,92,くさむら,20%,40,40,false
lost_cave_room_1,92,くさむら,5%,38,38,false
lost_cave_room_2,92,くさむら,20%,40,40,false
lost_cave_room_2,92,くさむら,5%,38,38,false
lost_cave_room_3,92,くさむら,20%,40,40,false
lost_cave_room_3,92,くさむら,5%,38,38,false
lost_cave_room_4,92,くさむら,20%,40,40,false
lost_cave_room_4,92,くさむら,5%,38,38,false
lost_cave_room_5,92,くさむら,20%,40,40,false
lost_cave_room_5,92,くさむら,5%,38,38,false
lost_cave_room_6,92,くさむら,20%,40,40,false
lost_cave_room_6,92,くさむら,5%,38,38,false
lost_cave_room_7,92,くさむら,20%,40,40,false
lost_cave_room_7,92,くさむら,5%,38,38,false
lost_cave_room_8,92,くさむら,20%,40,40,false
lost_cave_room_8,92,くさむら,5%,38,38,false
lost_cave_room_9,92,くさむら,20%,40,40,false
lost_cave_room_9,92,くさむら,5%,38,38,false
lost_cave_room_10,92,くさむら,20%,40,40,false
lost_cave_room_10,92,くさむら,5%,38,38,false
lost_cave_item_rooms,92,くさむら,20%,40,40,false
pokemon_tower_3f,93,くさむら,1%,20,20,false
pokemon_tower_4f,93,くさむら,5%,20,20,false
pokemon_tower_5f,93,くさむら,5%,20,20,false
pokemon_tower_6f,93,くさむら,5%,21,21,false
pokemon_tower_6f,93,くさむら,1%,23,23,false
pokemon_tower_7f,93,くさむら,10%,23,23,false
pokemon_tower_7f,93,くさむら,4%,23,23,false
pokemon_tower_7f,93,くさむら,1%,25,25,false
lost_cave_room_1,93,くさむら,10%,44,44,false
lost_cave_room_1,93,くさむら,10%,46,46,false
lost_cave_room_1,93,くさむら,5%,48,48,false
lost_cave_room_1,93,くさむら,4%,50,50,false
lost_cave_room_1,93,くさむら,1%,52,52,false
lost_cave_room_2,93,くさむら,10%,44,44,false
lost_cave_room_2,93,くさむら,10%,46,46,false
lost_cave_room_2,93,くさむら,5%,48,48,false
lost_cave_room_2,93,くさむら,4%,50,50,false
lost_cave_room_2,93,くさむら,1%,52,52,false
lost_cave_room_3,93,くさむら,10%,44,44,false
lost_cave_room_3,93,くさむら,10%,46,46,false
lost_cave_room_3,93,くさむら,5%,48,48,false
lost_cave_room_3,93,くさむら,4%,50,50,false
lost_cave_room_3,93,くさむら,1%,52,52,false
lost_cave_room_4,93,くさむら,10%,44,44,false
lost_cave_room_4,93,くさむら,10%,46,46,false
lost_cave_room_4,93,くさむら,5%,48,48,false
lost_cave_room_4,93,くさむら,4%,50,50,false
lost_cave_room_4,93,くさむら,1%,52,52,false
lost_cave_room_5,93,くさむら,10%,44,44,false
lost_cave_room_5,93,くさむら,10%,46,46,false
lost_cave_room_5,93,くさむら,5%,48,48,false
lost_cave_room_5,93,くさむら,4%,50,50,false
lost_cave_room_5,93,くさむら,1%,52,52,false
lost_cave_room_6,93,くさむら,10%,44,44,false
lost_cave_room_6,93,くさむら,10%,46,46,false
lost_cave_room_6,93,くさむら,5%,48,48,false
lost_cave_room_6,93,くさむら,4%,50,50,false
lost_cave_room_6,93,くさむら,1%,52,52,false
lost_cave_room_7,93,くさむら,10%,44,44,false
lost_cave_room_7,93,くさむら,10%,46,46,false
lost_cave_room_7,93,くさむら,5%,48,48,false
lost_cave_room_7,93,くさむら,4%,50,50,false
lost_cave_room_7,93,くさむら,1%,52,52,false
lost_cave_room_8,93,くさむら,10%,44,44,false
lost_cave_room_8,93,くさむら,10%,46,46,false
lost_cave_room_8,93,くさむら,5%,48,48,false
lost_cave_room_8,93,くさむら,4%,50,50,false
lost_cave_room_8,93,くさむら,1%,52,52,false
lost_cave_room_9,93,くさむら,10%,44,44,false
lost_cave_room_9,93,くさむら,10%,46,46,false
lost_cave_room_9,93,くさむら,5%,48,48,false
lost_cave_room_9,93,くさむら,4%,50,50,false
lost_cave_room_9,93,くさむら,1%,52,52,false
lost_cave_room_10,93,くさむら,10%,44,44,false
lost_cave_room_10,93,くさむら,10%,46,46,false
lost_cave_room_10,93,くさむら,5%,48,48,false
lost_cave_room_10,93,くさむら,4%,50,50,false
lost_cave_room_10,93,くさむら,1%,52,52,false
lost_cave_item_rooms,93,くさむら,10%,44,44,false
lost_cave_item_rooms,93,くさむら,10%,46,46,false
lost_cave_item_rooms,93,くさむら,5%,48,48,false
lost_cave_item_rooms,93,くさむら,4%,50,50,false
lost_cave_item_rooms,93,くさむら,1%,52,52,false
rock_tunnel_1f,95,くさむら,4%,13,13,false
rock_tunnel_1f,95,くさむら,1%,15,15,false
rock_tunnel_b1f,95,くさむら,5%,13,13,false
rock_tunnel_b1f,95,くさむら,4%,15,15,false
rock_tunnel_b1f,95,くさむら,1%,17,17,false
kanto_victory_road_2_1f,95,くさむら,10%,40,40,false
kanto_victory_road_2_1f,95,くさむら,10%,43,43,false
kanto_victory_road_2_1f,95,くさむら,10%,46,46,false
kanto_victory_road_2_2f,95,くさむら,10%,45,45,false
kanto_victory_road_2_2f,95,くさむら,10%,48,48,false
kanto_victory_road_2_3f,95,くさむら,10%,40,40,false
kanto_victory_road_2_3f,95,くさむら,10%,43,43,false
kanto_victory_road_2_3f,95,くさむら,10%,46,46,false
sevault_canyon_area,95,くさむら,5%,54,54,false
kanto_route_11_area,96,くさむら,10%,11,11,false
kanto_route_11_area,96,くさむら,10%,13,13,false
kanto_route_11_area,96,くさむら,4%,15,15,false
kanto_route_11_area,96,くさむら,1%,15,15,false
berry_forest_area,96,くさむら,10%,34,34,false
berry_forest_area,97,くさむら,4%,37,37,false
berry_forest_area,97,くさむら,1%,40,40,false
berry_forest_area,97,only-one,100%,30,30,false
seafoam_islands_b3f,98,いいつりざお,20%,5,15,false
seafoam_islands_b4f,98,いいつりざお,20%,5,15,false
kanto_route_12_area,98,いいつりざお,20%,5,15,false
kanto_sea_route_19_area,98,いいつりざお,20%,5,15,false
kanto_sea_route_20_area,98,いいつりざお,20%,5,15,false
cinnabar_island_area,98,いいつりざお,20%,5,15,false
cerulean_city_area,98,いいつりざお,20%,5,15,false
vermilion_city_area,98,いいつりざお,20%,5,15,false
pallet_town_area,98,いいつりざお,20%,5,15,false
kanto_route_4_area,98,いいつりざお,20%,5,15,false
kanto_route_10_area,98,いいつりざお,20%,5,15,false
kanto_route_11_area,98,いいつりざお,20%,5,15,false
kanto_route_13_area,98,いいつりざお,20%,5,15,false
kanto_sea_route_21_area,98,いいつりざお,20%,5,15,false
kanto_route_24_area,98,いいつりざお,20%,5,15,false
ss_anne_area,98,いいつりざお,20%,5,15,false
kanto_route_10_area,100,くさむら,20%,16,16,false
kanto_route_10_area,100,くさむら,10%,14,14,false
kanto_route_10_area,100,くさむら,5%,17,17,false
kanto_route_10_area,100,くさむら,4%,14,14,false
kanto_route_10_area,100,くさむら,1%,14,14,false
power_plant_area,100,くさむら,20%,22,22,false
power_plant_area,100,くさむら,10%,25,25,false
cerulean_cave_1f,101,くさむら,5%,58,58,false
cerulean_cave_2f,101,くさむら,4%,61,61,false
cerulean_cave_b1f,101,くさむら,4%,64,64,false
power_plant_area,101,only-one,100%,34,34,false
power_plant_area,101,only-one,100%,34,34,false
kanto_safari_zone_middle,102,くさむら,10%,24,24,false
kanto_safari_zone_middle,102,くさむら,10%,25,25,false
kanto_safari_zone_area_1_east,102,くさむら,10%,23,23,false
kanto_safari_zone_area_1_east,102,くさむら,10%,25,25,false
kanto_safari_zone_area_2_north,102,くさむら,10%,25,25,false
kanto_safari_zone_area_2_north,102,くさむら,10%,27,27,false
kanto_safari_zone_area_3_west,102,くさむら,10%,25,25,false
kanto_safari_zone_area_3_west,102,くさむら,10%,27,27,false
berry_forest_area,102,くさむら,5%,35,35,false
pokemon_tower_3f,104,くさむら,5%,15,15,false
pokemon_tower_3f,104,くさむら,4%,17,17,false
pokemon_tower_4f,104,くさむら,5%,15,15,false
pokemon_tower_4f,104,くさむら,4%,17,17,false
pokemon_tower_5f,104,くさむら,5%,15,15,false
pokemon_tower_5f,104,くさむら,4%,17,17,false
pokemon_tower_6f,104,くさむら,5%,17,17,false
pokemon_tower_6f,104,くさむら,4%,19,19,false
pokemon_tower_7f,104,くさむら,5%,17,17,false
pokemon_tower_7f,104,くさむら,5%,19,19,false
sevault_canyon_area,104,くさむら,10%,46,46,false
kanto_victory_road_2_1f,105,くさむら,4%,44,44,false
kanto_victory_road_2_1f,105,くさむら,1%,46,46,false
kanto_victory_road_2_2f,105,くさむら,4%,46,46,false
kanto_victory_road_2_2f,105,くさむら,1%,48,48,false
kanto_victory_road_2_3f,105,くさむら,4%,44,44,false
kanto_victory_road_2_3f,105,くさむら,1%,46,46,false
sevault_canyon_area,105,くさむら,10%,52,52,false
saffron_city_fighting_dojo,106,もらう,100%,25,25,false
saffron_city_fighting_dojo,107,もらう,100%,25,25,false
celadon_city_area,109,なみのり,1%,30,40,false
pokemon_mansion_1f,109,くさむら,20%,28,28,false
pokemon_mansion_1f,109,くさむら,10%,30,30,false
pokemon_mansion_2f,109,くさむら,20%,28,28,false
pokemon_mansion_2f,109,くさむら,10%,30,30,false
pokemon_mansion_3f,109,くさむら,20%,28,28,false
pokemon_mansion_3f,109,くさむら,10%,30,30,false
pokemon_mansion_b1f,109,くさむら,20%,28,28,false
pokemon_mansion_b1f,109,くさむら,10%,30,30,false
pokemon_mansion_1f,110,くさむら,5%,32,32,false
pokemon_mansion_2f,110,くさむら,5%,32,32,false
pokemon_mansion_3f,110,くさむら,5%,32,32,false
pokemon_mansion_b1f,110,くさむら,5%,34,34,false
kanto_safari_zone_middle,111,くさむら,20%,25,25,false
kanto_safari_zone_area_2_north,111,くさむら,20%,26,26,false
kanto_safari_zone_middle,113,くさむら,1%,23,23,false
kanto_safari_zone_area_2_north,113,くさむら,4%,26,26,false
kanto_sea_route_21_area,114,くさむら,20%,22,22,false
kanto_sea_route_21_area,114,くさむら,20%,23,23,false
kanto_sea_route_21_area,114,くさむら,10%,24,24,false
kanto_sea_route_21_area,114,くさむら,10%,21,21,false
kanto_sea_route_21_area,114,くさむら,10%,25,25,false
kanto_sea_route_21_area,114,くさむら,10%,20,20,false
kanto_sea_route_21_area,114,くさむら,5%,19,19,false
kanto_sea_route_21_area,114,くさむら,5%,26,26,false
kanto_sea_route_21_area,114,くさむら,4%,18,18,false
kanto_sea_route_21_area,114,くさむら,4%,27,27,false
kanto_sea_route_21_area,114,くさむら,1%,17,17,false
kanto_sea_route_21_area,114,くさむら,1%,28,28,false
treasure_beach_area,114,くさむら,20%,33,33,false
treasure_beach_area,114,くさむら,10%,35,35,false
kanto_safari_zone_area_1_east,115,くさむら,4%,25,25,false
kanto_safari_zone_area_3_west,115,くさむら,1%,28,28,false
seafoam_islands_b3f,116,いいつりざお,60%,5,15,false
seafoam_islands_b3f,116,すごいつりざお,40%,15,25,false
seafoam_islands_b3f,116,すごいつりざお,40%,20,30,false
seafoam_islands_b3f,116,なみのり,30%,25,30,false
seafoam_islands_b4f,116,いいつりざお,60%,5,15,false
seafoam_islands_b4f,116,すごいつりざお,40%,15,25,false
seafoam_islands_b4f,116,すごいつりざお,40%,20,30,false
seafoam_islands_b4f,116,なみのり,30%,25,30,false
kanto_route_12_area,116,いいつりざお,60%,5,15,false
kanto_route_12_area,116,すごいつりざお,40%,15,25,false
kanto_route_12_area,116,すごいつりざお,40%,15,25,false
kanto_route_12_area,116,すごいつりざお,4%,25,35,false
kanto_sea_route_19_area,116,いいつりざお,60%,5,15,false
kanto_sea_route_19_area,116,すごいつりざお,40%,15,25,false
kanto_sea_route_19_area,116,すごいつりざお,40%,15,25,false
kanto_sea_route_20_area,116,いいつりざお,60%,5,15,false
kanto_sea_route_20_area,116,すごいつりざお,40%,15,25,false
kanto_sea_route_20_area,116,すごいつりざお,40%,15,25,false
cinnabar_island_area,116,いいつりざお,60%,5,15,false
cinnabar_island_area,116,すごいつりざお,40%,15,25,false
cerulean_city_area,116,いいつりざお,60%,5,15,false
cerulean_city_area,116,すごいつりざお,40%,15,25,false
cerulean_city_area,116,すごいつりざお,40%,15,25,false
cerulean_city_area,116,すごいつりざお,4%,25,35,false
vermilion_city_area,116,いいつりざお,60%,5,15,false
vermilion_city_area,116,すごいつりざお,40%,15,25,false
vermilion_city_area,116,すごいつりざお,4%,25,35,false
pallet_town_area,116,いいつりざお,60%,5,15,false
pallet_town_area,116,すごいつりざお,40%,15,25,false
kanto_route_4_area,116,いいつりざお,60%,5,15,false
kanto_route_4_area,116,すごいつりざお,40%,15,25,false
kanto_route_4_area,116,すごいつりざお,40%,15,25,false
kanto_route_4_area,116,すごいつりざお,4%,25,35,false
kanto_route_10_area,116,いいつりざお,60%,5,15,false
kanto_route_10_area,116,すごいつりざお,40%,15,25,false
kanto_route_10_area,116,すごいつりざお,40%,15,25,false
kanto_route_10_area,116,すごいつりざお,4%,25,35,false
kanto_route_11_area,116,いいつりざお,60%,5,15,false
kanto_route_11_area,116,すごいつりざお,40%,15,25,false
kanto_route_11_area,116,すごいつりざお,40%,15,25,false
kanto_route_11_area,116,すごいつりざお,4%,25,35,false
kanto_route_13_area,116,いいつりざお,60%,5,15,false
kanto_route_13_area,116,すごいつりざお,40%,15,25,false
kanto_route_13_area,116,すごいつりざお,40%,15,25,false
kanto_route_13_area,116,すごいつりざお,4%,25,35,false
kanto_sea_route_21_area,116,いいつりざお,60%,5,15,false
kanto_sea_route_21_area,116,すごいつりざお,40%,15,25,false
kanto_sea_route_21_area,116,すごいつりざお,40%,15,25,false
kanto_route_24_area,116,いいつりざお,60%,5,15,false
kanto_route_24_area,116,すごいつりざお,40%,15,25,false
kanto_route_24_area,116,すごいつりざお,40%,15,25,false
kanto_route_24_area,116,すごいつりざお,4%,25,35,false
ss_anne_area,116,いいつりざお,60%,5,15,false
ss_anne_area,116,すごいつりざお,40%,15,25,false
ss_anne_area,116,すごいつりざお,4%,25,35,false
icefall_cave_waterfall,116,いいつりざお,60%,5,15,false
icefall_cave_waterfall,116,いいつりざお,20%,5,15,false
icefall_cave_waterfall,116,すごいつりざお,40%,15,25,false
kindle_road_area,116,いいつりざお,60%,5,15,false
kindle_road_area,116,いいつりざお,20%,5,15,false
kindle_road_area,116,すごいつりざお,40%,15,25,false
kindle_road_area,116,すごいつりざお,40%,15,25,false
treasure_beach_area,116,いいつりざお,60%,5,15,false
treasure_beach_area,116,いいつりざお,20%,5,15,false
treasure_beach_area,116,すごいつりざお,40%,15,25,false
treasure_beach_area,116,すごいつりざお,40%,15,25,false
bond_bridge_area,116,いいつりざお,60%,5,15,false
bond_bridge_area,116,いいつりざお,20%,5,15,false
bond_bridge_area,116,すごいつりざお,40%,15,25,false
bond_bridge_area,116,すごいつりざお,40%,15,25,false
resort_gorgeous_area,116,いいつりざお,60%,5,15,false
resort_gorgeous_area,116,いいつりざお,20%,5,15,false
resort_gorgeous_area,116,すごいつりざお,40%,15,25,false
water_labyrinth_area,116,いいつりざお,60%,5,15,false
water_labyrinth_area,116,いいつりざお,20%,5,15,false
water_labyrinth_area,116,すごいつりざお,40%,15,25,false
five_isle_meadow_area,116,いいつりざお,60%,5,15,false
five_isle_meadow_area,116,いいつりざお,20%,5,15,false
five_isle_meadow_area,116,すごいつりざお,40%,15,25,false
memorial_pillar_area,116,いいつりざお,60%,5,15,false
memorial_pillar_area,116,いいつりざお,20%,5,15,false
memorial_pillar_area,116,すごいつりざお,40%,15,25,false
outcast_island_area,116,いいつりざお,60%,5,15,false
outcast_island_area,116,いいつりざお,20%,5,15,false
outcast_island_area,116,すごいつりざお,40%,15,25,false
green_path_area,116,いいつりざお,60%,5,15,false
green_path_area,116,いいつりざお,20%,5,15,false
green_path_area,116,すごいつりざお,40%,15,25,false
water_path_area,116,いいつりざお,60%,5,15,false
water_path_area,116,いいつりざお,20%,5,15,false
water_path_area,116,すごいつりざお,40%,15,25,false
trainer_tower_area,116,いいつりざお,60%,5,15,false
trainer_tower_area,116,いいつりざお,20%,5,15,false
trainer_tower_area,116,すごいつりざお,40%,15,25,false
tanoby_ruins_area,116,いいつりざお,60%,5,15,false
tanoby_ruins_area,116,いいつりざお,20%,5,15,false
tanoby_ruins_area,116,すごいつりざお,40%,15,25,false
one_island_area,116,いいつりざお,60%,5,15,false
one_island_area,116,いいつりざお,20%,5,15,false
one_island_area,116,すごいつりざお,40%,15,25,false
five_island_area,116,いいつりざお,60%,5,15,false
five_island_area,116,いいつりざお,20%,5,15,false
five_island_area,116,すごいつりざお,40%,15,25,false
kanto_sea_route_19_area,117,すごいつりざお,4%,25,35,false
kanto_sea_route_20_area,117,すごいつりざお,4%,25,35,false
cinnabar_island_area,117,すごいつりざお,4%,25,35,false
pallet_town_area,117,すごいつりざお,4%,25,35,false
kanto_sea_route_21_area,117,すごいつりざお,4%,25,35,false
icefall_cave_waterfall,117,すごいつりざお,4%,25,35,false
kindle_road_area,117,すごいつりざお,4%,25,35,false
treasure_beach_area,117,すごいつりざお,4%,25,35,false
bond_bridge_area,117,すごいつりざお,4%,25,35,false
resort_gorgeous_area,117,すごいつりざお,4%,25,35,false
water_labyrinth_area,117,すごいつりざお,4%,25,35,false
five_isle_meadow_area,117,すごいつりざお,4%,25,35,false
memorial_pillar_area,117,すごいつりざお,4%,25,35,false
outcast_island_area,117,すごいつりざお,4%,25,35,false
green_path_area,117,すごいつりざお,4%,25,35,false
water_path_area,117,すごいつりざお,4%,25,35,false
trainer_tower_area,117,すごいつりざお,4%,25,35,false
tanoby_ruins_area,117,すごいつりざお,4%,25,35,false
one_island_area,117,すごいつりざお,4%,25,35,false
five_island_area,117,すごいつりざお,4%,25,35,false
viridian_city_area,118,いいつりざお,20%,5,15,false
fuchsia_city_area,118,いいつりざお,60%,5,15,false
fuchsia_city_area,118,すごいつりざお,40%,15,25,false
kanto_route_6_area,118,いいつりざお,20%,5,15,false
kanto_route_22_area,118,いいつりざお,20%,5,15,false
kanto_route_25_area,118,いいつりざお,20%,5,15,false
cerulean_cave_1f,118,いいつりざお,20%,5,15,false
cerulean_cave_b1f,118,いいつりざお,20%,5,15,false
kanto_route_23_area,118,いいつりざお,20%,5,15,false
kanto_safari_zone_middle,118,いいつりざお,60%,5,15,false
kanto_safari_zone_middle,118,すごいつりざお,40%,15,25,false
kanto_safari_zone_area_1_east,118,いいつりざお,60%,5,15,false
kanto_safari_zone_area_1_east,118,すごいつりざお,40%,15,25,false
kanto_safari_zone_area_2_north,118,いいつりざお,60%,5,15,false
kanto_safari_zone_area_2_north,118,すごいつりざお,40%,15,25,false
kanto_safari_zone_area_3_west,118,いいつりざお,60%,5,15,false
kanto_safari_zone_area_3_west,118,すごいつりざお,40%,15,25,false
berry_forest_area,118,いいつりざお,60%,5,15,false
berry_forest_area,118,すごいつりざお,40%,15,25,false
icefall_cave_entrance,118,いいつりざお,20%,5,15,false
cape_brink_area,118,いいつりざお,20%,5,15,false
ruin_valley_area,118,いいつりざお,20%,5,15,false
four_island_area,118,いいつりざお,20%,5,15,false
fuchsia_city_area,119,すごいつりざお,40%,20,30,false
kanto_safari_zone_middle,119,すごいつりざお,40%,20,30,false
kanto_safari_zone_area_1_east,119,すごいつりざお,40%,20,30,false
kanto_safari_zone_area_2_north,119,すごいつりざお,40%,20,30,false
kanto_safari_zone_area_3_west,119,すごいつりざお,40%,20,30,false
berry_forest_area,119,すごいつりざお,40%,20,30,false
kanto_safari_zone_middle,123,くさむら,4%,23,23,false
kanto_safari_zone_area_1_east,123,くさむら,1%,28,28,false
celadon_city_prize_corner,123,もらう,100%,25,25,false
power_plant_area,125,くさむら,4%,32,32,false
power_plant_area,125,くさむら,1%,35,35,false
kanto_safari_zone_area_2_north,128,くさむら,1%,28,28,false
kanto_safari_zone_area_3_west,128,くさむら,4%,25,25,false
seafoam_islands_b3f,129,いいつりざお,20%,5,15,false
seafoam_islands_b3f,129,ボロのつりざお,70%,5,5,false
seafoam_islands_b3f,129,ボロのつりざお,30%,5,5,false
seafoam_islands_b4f,129,いいつりざお,20%,5,15,false
seafoam_islands_b4f,129,ボロのつりざお,70%,5,5,false
seafoam_islands_b4f,129,ボロのつりざお,30%,5,5,false
kanto_route_12_area,129,いいつりざお,20%,5,15,false
